VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1H27FFP77495,36600,Model S,2015,Dual Motor 85Kwh,Model X Grey,Grey,"19"" Sport Wheels",53659,"Eatonville, FL",PREVIOUS ACCIDENT(S)
5YJSA1E16FF116455,37000,Model S,2015,70Kwh,Solid Black,Black,"19"" Sport Wheels",42208,"Tempe, AZ",CLEAN
5YJSA1H24FF094282,37000,Model S,2015,Dual Motor 85Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",64524,"Renton, WA",CLEAN
5YJSA1E25GF168508,38200,Model S,2016,Dual Motor 75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",49582,,CLEAN
5YJSA1S27FF100214,38300,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",41214,"Colorado Springs, CO",CLEAN
5YJSA1H13FF082373,38400,Model S,2015,85Kwh,Silver Metallic,Black,"19"" Sport Wheels",17250,"Vienna, VA",CLEAN
5YJSA1E23GF157989,39100,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",34336,"South Salt Lake City, UT",CLEAN
5YJSA1H27FF095023,39300,Model S,2015,Dual Motor 85Kwh,Brown Metallic,Black,"19"" Sport Wheels",50250,"Lisle, IL",CLEAN
5YJSA1S27FF090610,39400,Model S,2015,Dual Motor 70Kwh,Solid Black,Grey,"19"" Sport Wheels",27633,"Bellevue, WA",CLEAN
5YJSA1E10FF105208,39800,Model S,2015,70Kwh,Solid Black,Black,"19"" Sport Wheels",35644,,CLEAN
5YJSA1E21FF116758,40100,Model S,2015,Dual Motor 85Kwh,Solid Black,Tan,"19"" Sport Wheels",62396,"Owings Mills, MD",CLEAN
5YJSA1S2XFF088852,40200,Model S,2015,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",32245,"Littleton, CO",CLEAN
5YJSA1E13GF150998,40300,Model S,2016,75Kwh,Model X Grey,Grey,"19"" Sport Wheels",30142,"Dublin, CA",CLEAN
5YJSA1E16HF213223,40500,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",34784,"Colorado Springs, CO",CLEAN
