VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1S29FF085103,32600,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",73132,"Jacksonville, FL",CLEAN
5YJSA1H27FFP77495,34700,Model S,2015,Dual Motor 85Kwh,Model X Grey,Grey,"19"" Sport Wheels",53659,"Eatonville, FL",PREVIOUS ACCIDENT(S)
5YJSA1H20FF081352,36200,Model S,2015,Dual Motor 85Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",72795,"Vienna, VA",CLEAN
5YJSA1H13FF082373,37000,Model S,2015,85Kwh,Silver Metallic,Black,"19"" Sport Wheels",17250,"Vienna, VA",CLEAN
5YJSA1E10FF105208,38000,Model S,2015,70Kwh,Solid Black,Black,"19"" Sport Wheels",35644,,CLEAN
5YJSA1E14HF228447,38000,Model S,2017,75Kwh,Model X Grey,Black,"19"" Sport Wheels",41324,"Merritt Island, FL",CLEAN
5YJSA1E19GF160452,38500,Model S,2016,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",36800,"Elk Grove Village, IL",CLEAN
5YJSA1S27FF090610,38700,Model S,2015,Dual Motor 70Kwh,Solid Black,Grey,"19"" Sport Wheels",27633,"Bellevue, WA",CLEAN
5YJSA1E1XHF228033,39100,Model S,2017,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",33387,"Hawthorne, CA",PREVIOUS ACCIDENT(S)
5YJSA4S20FF094161,39400,Model S,2015,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",30245,,CLEAN
5YJSA1H27FF082112,39900,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",32569,"Renton, WA",CLEAN
5YJSA1E29FF112120,40100,Model S,2015,Dual Motor 85Kwh,Model X Grey,Black,"19"" Sport Wheels",57350,,CLEAN
5YJSA1E28GF132456,40100,Model S,2016,Dual Motor 70Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",44795,"Colorado Springs, CO",CLEAN
5YJSA1E23GF144823,40100,Model S,2016,Dual Motor 90Kwh,Brown Metallic,Black Cloth,"21"" Wheels",64881,"Carlsbad, CA",CLEAN
5YJSA1E24HF198410,40400,Model S,2017,Dual Motor 90Kwh,Solid Black,Black,"19"" Sport Wheels",76497,"Lathrop, CA",CLEAN
5YJSA1E24GF122183,40700,Model S,2016,Dual Motor 85Kwh,Brown Metallic,Black,"21"" Wheels",53424,"Denver, CO",CLEAN
5YJSA1E25GF131121,40900,Model S,2016,Dual Motor 90Kwh,Solid Black,Grey,"19"" Sport Wheels",47912,"Colorado Springs, CO",CLEAN
5YJSA1E21HF231704,40900,Model S,2017,Dual Motor 75Kwh,Red Multi-Coat,Cream Premium,"19"" Sport Wheels",48485,"Scottsdale, AZ",CLEAN
5YJSA1E12HF202834,41200,Model S,2017,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",28657,"Scottsdale, AZ",CLEAN
5YJSA1E14HF185292,41500,Model S,2017,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",24819,"Highland Park, IL",CLEAN
5YJSA1E10HF206395,41600,Model S,2017,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",30534,,CLEAN
5YJSA1H20FF084834,41600,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",31766,,CLEAN
5YJSA1E29GF143725,41900,Model S,2016,Dual Motor 75Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",30415,"Lathrop, CA",CLEAN
5YJSA1E19HF202782,42000,Model S,2017,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",26766,"Carlsbad, CA",CLEAN
5YJSA1E17HF228345,42400,Model S,2017,75Kwh,Silver Metallic,Cream Premium,"19"" Sport Wheels",26295,"Minneapolis, MN",CLEAN
5YJSA1E13HF184568,43100,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",18364,,CLEAN
5YJSA1E22HF200302,43100,Model S,2017,Dual Motor 75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",29493,"Lathrop, CA",PREVIOUS ACCIDENT(S)
5YJSA1E23HF226066,43100,Model S,2017,Dual Motor 75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",34753,,CLEAN
5YJSA1E1XHF219266,43200,Model S,2017,75Kwh,Solid Black,Cream Premium,"19"" Sport Wheels",22003,"Lathrop, CA",PREVIOUS ACCIDENT(S)
5YJSA1E28GF168793,43200,Model S,2016,Dual Motor 75Kwh,Model X Grey,Black,"19"" Sport Wheels",47047,"Lynnwood, WA",CLEAN
5YJSA1E24FF106404,43500,Model S,2015,Dual Motor 85Kwh,Brown Metallic,Black,"19"" Sport Wheels",31489,"Dedham, MA",CLEAN
5YJSA1E22HF198406,43500,Model S,2017,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",53687,"Elk Grove Village, IL",PREVIOUS ACCIDENT(S)
5YJSA1E17HF226868,43600,Model S,2017,75Kwh,Deep Blue Metallic,White,"19"" Sport Wheels",44681,"Scottsdale, AZ",CLEAN
5YJSA1E28HF209893,43700,Model S,2017,Dual Motor 75Kwh,Solid Black,Tan,"19"" Sport Wheels",27101,"Owings Mills, MD",CLEAN
5YJSA1E18GF173029,44100,Model S,2016,75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",23832,"Rocklin, CA",CLEAN
