VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1E18GF122131,33800,Model S,2016,70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",56365,"Portland, OR",CLEAN
5YJSA1S21FF087878,36700,Model S,2015,Dual Motor 70Kwh,Model X Grey,Black,"19"" Sport Wheels",42186,"Carlsbad, CA",CLEAN
5YJSA1E19GF154554,37000,Model S,2016,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",54166,"Carlsbad, CA",CLEAN
5YJSA1E28GF144641,37000,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",64145,"Lathrop, CA",CLEAN
5YJSA1E12FF118381,37300,Model S,2015,70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",37005,"Decatur, GA",CLEAN
5YJSA1E14GF150461,37300,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",43624,"Littleton, CO",CLEAN
5YJSA1E1XGF175994,37600,Model S,2016,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",53473,"Denver, CO",CLEAN
5YJSA1E10GF153583,37600,Model S,2016,75Kwh,Model X Grey,Black,"19"" Sport Wheels",43612,"Lathrop, CA",CLEAN
5YJSA1S22FF092815,37800,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",27739,"Raleigh, NC",PREVIOUS ACCIDENT(S)
5YJSA1E15GF120210,37800,Model S,2016,85Kwh,Solid Black,Grey,"19"" Sport Wheels",38891,"Reno, NV",CLEAN
5YJSA1E10GF177401,38200,Model S,2016,75Kwh,Solid Black,Black,"19"" Sport Wheels",58536,"Roswell, GA",CLEAN
5YJSA1E13HF205256,38200,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",52105,"Fremont, CA",PREVIOUS ACCIDENT(S)
5YJSA1E18GF159731,38400,Model S,2016,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",49004,"Cincinnati, OH",CLEAN
