VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1E29FF118600,34600,Model S,2015,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",47573,"Dania Beach, FL",PREVIOUS ACCIDENT(S)
5YJSA1S22FF092815,36000,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",27740,"Devon, PA",PREVIOUS ACCIDENT(S)
5YJSA1S25FF088015,37000,Model S,2015,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",32119,"West Palm Beach, FL",CLEAN
5YJSA1H25FF090788,37200,Model S,2015,Dual Motor 85Kwh,Silver Metallic,Black,"19"" Sport Wheels",57641,"Renton, WA",PREVIOUS ACCIDENT(S)
5YJSA1E25FF114091,37500,Model S,2015,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",45419,"Cincinnati, OH",CLEAN
5YJSA1E15GF159640,38300,Model S,2016,75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",36002,"Scottsdale, AZ",CLEAN
5YJSA1E17GF171398,38400,Model S,2016,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",36734,"Rockville, MD",CLEAN
5YJSA1H20FF088236,38800,Model S,2015,Dual Motor 85Kwh,Brown Metallic,Grey,"19"" Sport Wheels",56911,"Scottsdale, AZ",CLEAN
5YJSA1E21FF102634,39600,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",52195,"Littleton, CO",CLEAN
5YJSA1E11HF205756,40100,Model S,2017,75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",38964,"Kansas City, MO",CLEAN
5YJSA1E15HF204223,41600,Model S,2017,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",23837,"Marina Del Rey, CA",CLEAN
5YJSA1E15HF182000,41700,Model S,2017,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",18159,"Elk Grove Village, IL",PREVIOUS ACCIDENT(S)
5YJSA1E29GF125788,42100,Model S,2016,Dual Motor 85Kwh,Solid Black,Black,"19"" Sport Wheels",40329,"Tampa, FL",CLEAN
