VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1E18GF159731,33000,Model S,2016,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",49021,"Jacksonville, FL",CLEAN
5YJSA1E27FF104842,34000,Model S,2015,Dual Motor 90Kwh,Model X Grey,Black,"19"" Sport Wheels",78407,"Colorado Springs, CO",PREVIOUS ACCIDENT(S)
5YJSA1E18HF198305,35200,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",51048,"Burbank, CA",CLEAN
5YJSA1E25FF106475,35700,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",31191,"Lathrop, CA",CLEAN
5YJSA1E29GF156183,35800,Model S,2016,Dual Motor 75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",59656,"Springfield, NJ",CLEAN
5YJSA1H2XFFP78009,36500,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",48903,"Denver, CO",PREVIOUS ACCIDENT(S)
5YJSA1E21FF102634,37300,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",52202,"Littleton, CO",CLEAN
5YJSA1H27FFP77495,37600,Model S,2015,Dual Motor 85Kwh,Model X Grey,Grey,"19"" Sport Wheels",53648,"Eatonville, FL",PREVIOUS ACCIDENT(S)
5YJSA1E16FF116455,37800,Model S,2015,70Kwh,Solid Black,Black,"19"" Sport Wheels",42208,"Tempe, AZ",CLEAN
5YJSA1E16GF143236,38300,Model S,2016,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",33075,"Lathrop, CA",CLEAN
5YJSA1E21GF138129,39100,Model S,2016,Dual Motor 90Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",68920,"Renton, WA",CLEAN
5YJSA1S21FF090571,39200,Model S,2015,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",27357,"San Rafael, CA",CLEAN
5YJSA1E23GF157989,39400,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",34331,"Littleton, CO",CLEAN
5YJSA1E21HF211422,40500,Model S,2017,Dual Motor 75Kwh,Solid Black,Black,"21"" Wheels",43893,"Littleton, CO",CLEAN
