VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1V23FF099767,35200,Model S,2015,Dual Motor 90Kwh,Model X Grey,Black,"19"" Sport Wheels",89333,"Las Vegas, NV",CLEAN
5YJSA1E10GF139649,36900,Model S,2016,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",41896,"Littleton, CO",CLEAN
5YJSA1S21FF087878,37000,Model S,2015,Dual Motor 70Kwh,Model X Grey,Black,"19"" Sport Wheels",42186,"Carlsbad, CA",CLEAN
5YJSA4H27FFP71309,37500,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",42892,"Peabody, MA",PREVIOUS ACCIDENT(S)
5YJSA1E28GF144641,37600,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",64145,,CLEAN
5YJSA1E12FF118381,37700,Model S,2015,70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",37005,"Decatur, GA",CLEAN
5YJSA1E1XGF175994,38000,Model S,2016,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",53473,"Denver, CO",CLEAN
5YJSA1E10GF177401,38400,Model S,2016,75Kwh,Solid Black,Black,"19"" Sport Wheels",58536,"Atlanta, GA",CLEAN
5YJSA1E14GF150461,38400,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",43624,"Littleton, CO",CLEAN
5YJSA1S22FF092815,38500,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",27739,"Raleigh, NC",PREVIOUS ACCIDENT(S)
5YJSA1S2XFF094862,39300,Model S,2015,Dual Motor 70Kwh,Solid Black,Grey,"19"" Sport Wheels",32489,"Renton, WA",CLEAN
5YJSA1E12GF143010,39400,Model S,2016,75Kwh,Model X Grey,Grey,"19"" Sport Wheels",43398,"Decatur, GA",CLEAN
5YJSA1E27GF130259,39400,Model S,2016,Dual Motor 90Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",60674,"Jacksonville, FL",CLEAN
5YJSA1E19GF153520,39700,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",34834,"West Palm Beach, FL",PREVIOUS ACCIDENT(S)
5YJSA1E19HF201034,39800,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",51166,"Marina Del Rey, CA",CLEAN
5YJSA1E12GF154511,39900,Model S,2016,75Kwh,Model X Grey,Black,"19"" Sport Wheels",30355,"Hawthorne, CA",CLEAN
5YJSA1E11GF164074,40000,Model S,2016,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",39210,"Littleton, CO",CLEAN
5YJSA1E24FF119251,40200,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",41589,"Portland, OR",CLEAN
5YJSA1E1XGF176854,40800,Model S,2016,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",29899,"Lynnwood, WA",CLEAN
5YJSA1E10HF213489,41300,Model S,2017,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",34163,"Minneapolis, MN",CLEAN
5YJSA1E25FF106475,39800,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",31189,"Lathrop, CA",CLEAN
5YJSA1E14GF175165,40700,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",30454,"Lathrop, CA",CLEAN
5YJSA1E25HF185097,40900,Model S,2017,Dual Motor 75Kwh,Model X Grey,Black,"19"" Sport Wheels",42917,"Lathrop, CA",CLEAN
5YJSA1E17GF160630,40900,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",40701,"Lathrop, CA",CLEAN
5YJSA1E21HF191544,40900,Model S,2017,Dual Motor 75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",45972,"Lathrop, CA",CLEAN
5YJSA1E24GF146743,41400,Model S,2016,Dual Motor 90Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",78323,"Dania Beach, FL",PREVIOUS ACCIDENT(S)
5YJSA1S24FF100526,41500,Model S,2015,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",29782,,CLEAN
5YJSA1E17HF180491,41600,Model S,2017,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",37584,"West Palm Beach, FL",CLEAN
5YJSA1E1XGF166664,41700,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",34077,"Marietta, GA",CLEAN
5YJSA1E10HF198315,41700,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",39498,"Fremont, CA",CLEAN
5YJSA1E16HF190896,41800,Model S,2017,75Kwh,Model X Grey,Tan,"19"" Sport Wheels",41693,,CLEAN
5YJSA1E24HF172132,42000,Model S,2017,Dual Motor 90Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",85091,"Columbus, OH",CLEAN
5YJSA1E20GF153723,42100,Model S,2016,Dual Motor 75Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",29935,"Decatur, GA",PREVIOUS ACCIDENT(S)
5YJSA1E19HF217816,42400,Model S,2017,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",42197,"Lathrop, CA",CLEAN
5YJSA1E22GF167932,42400,Model S,2016,Dual Motor 75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",53523,"Mt. Kisco, NY",CLEAN
5YJSA1E17HF208855,42600,Model S,2017,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",34665,"Lathrop, CA",PREVIOUS ACCIDENT(S)
5YJSA1E13GF150998,42700,Model S,2016,75Kwh,Model X Grey,Grey,"19"" Sport Wheels",30111,"Lathrop, CA",CLEAN
5YJSA1E20GF154824,42700,Model S,2016,Dual Motor 75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",38507,"Springfield, NJ",CLEAN
5YJSA1E20GF159747,42700,Model S,2016,Dual Motor 90Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",50412,"Owings Mills, MD",PREVIOUS ACCIDENT(S)
