VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1E18GF122131,33600,Model S,2016,70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",56367,"Portland, OR",CLEAN
5YJSA1E16GF150011,35600,Model S,2016,75Kwh,Model X Grey,Tan,"19"" Sport Wheels",64753,"Lathrop, CA",CLEAN
5YJSA1S21FF087878,36500,Model S,2015,Dual Motor 70Kwh,Model X Grey,Black,"19"" Sport Wheels",42186,"Carlsbad, CA",CLEAN
5YJSA1S14FF080320,36600,Model S,2015,Unknown Drivetrain,Red Multi-Coat,Tan,"19"" Sport Wheels",37800,"Cherry Hill, NJ",CLEAN
5YJSA1S27FF090333,36600,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",46822,"Littleton, CO",CLEAN
5YJSA1E28FF102856,36700,Model S,2015,Dual Motor 70Kwh,Solid Black,Tan,"19"" Sport Wheels",53110,"Rockville, MD",CLEAN
5YJSA1E28GF144641,36700,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",64145,"Lathrop, CA",CLEAN
5YJSA1E19GF154554,37100,Model S,2016,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",54166,"Carlsbad, CA",CLEAN
5YJSA1E12FF118381,37200,Model S,2015,70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",37005,"Decatur, GA",CLEAN
5YJSA1H25FF089480,37200,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",64220,"Rockville, MD",CLEAN
5YJSA1E14GF150461,37200,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",43624,"Littleton, CO",CLEAN
5YJSA1E25GF138893,37400,Model S,2016,Dual Motor 90Kwh,Pearl White Multi-Coat,Grey,"19"" Sport Wheels",84811,,PREVIOUS ACCIDENT(S)
5YJSA1E15GF120210,37500,Model S,2016,85Kwh,Solid Black,Grey,"19"" Sport Wheels",38894,"Reno, NV",CLEAN
5YJSA1E10GF153583,37500,Model S,2016,75Kwh,Model X Grey,Black,"19"" Sport Wheels",43612,"Lathrop, CA",CLEAN
5YJSA1S22FF092815,37600,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",27739,"Raleigh, NC",PREVIOUS ACCIDENT(S)
5YJSA1E10GF177401,37900,Model S,2016,75Kwh,Solid Black,Black,"19"" Sport Wheels",58536,"Roswell, GA",CLEAN
5YJSA1E13HF205256,38100,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",52105,"Fremont, CA",PREVIOUS ACCIDENT(S)
5YJSA1E19GF153520,38400,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",34834,"West Palm Beach, FL",PREVIOUS ACCIDENT(S)
5YJSA1S20FF084972,38500,Model S,2015,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",39064,"Renton, WA",CLEAN
5YJSA1E1XGF160363,38500,Model S,2016,75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",48784,,CLEAN
5YJSA1E18GF159731,38500,Model S,2016,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",49004,"Cincinnati, OH",CLEAN
5YJSA1S2XFF094862,38600,Model S,2015,Dual Motor 70Kwh,Solid Black,Grey,"19"" Sport Wheels",32489,"Renton, WA",CLEAN
5YJSA1H16FF100932,38700,Model S,2015,85Kwh,Solid Black,Tan,"19"" Sport Wheels",29780,"Lathrop, CA",CLEAN
5YJSA1E25FF106475,39000,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",31189,"Lathrop, CA",CLEAN
5YJSA1E12GF124487,39000,Model S,2016,70Kwh,Pearl White Multi-Coat,Black,"21"" Wheels",35716,"Lathrop, CA",CLEAN
5YJSA1E11GF157075,39100,Model S,2016,75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",46165,"Lathrop, CA",PREVIOUS ACCIDENT(S)
5YJSA1E24FF119251,39100,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",41589,"Portland, OR",CLEAN
5YJSA1E16FF112325,39300,Model S,2015,70Kwh,Silver Metallic,Grey,"19"" Sport Wheels",21874,"Lathrop, CA",CLEAN
5YJSA1H29FF083178,39300,Model S,2015,Dual Motor 85Kwh,Model X Grey,Black,"19"" Sport Wheels",49972,"Columbus, OH",CLEAN
5YJSA1E11GF164074,39600,Model S,2016,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",39210,"Littleton, CO",CLEAN
5YJSA1E17GF160630,39800,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",40701,"Lathrop, CA",CLEAN
5YJSA1H40FF087525,40000,Model S,2015,Dual Motor 85Kwh Performance,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",68927,"Lathrop, CA",CLEAN
5YJSA1E23FF107284,40100,Model S,2015,Dual Motor 85Kwh,Model X Grey,Black,"19"" Sport Wheels",51754,"Columbus, OH",CLEAN
5YJSA1E1XGF176854,40500,Model S,2016,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",29899,"Lynnwood, WA",CLEAN
5YJSA1S25FF088015,40700,Model S,2015,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",32115,"West Palm Beach, FL",CLEAN
5YJSA1E24HF172132,40800,Model S,2017,Dual Motor 90Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",85091,"Columbus, OH",CLEAN
5YJSA1S24FF100526,41000,Model S,2015,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",29782,,CLEAN
5YJSA1E11HF177442,41000,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",45791,"Lathrop, CA",CLEAN
5YJSA1E10HF198315,41100,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",39498,"Fremont, CA",CLEAN
5YJSA1E17HF180491,41100,Model S,2017,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",37584,"West Palm Beach, FL",CLEAN
5YJSA1E18GF150138,41200,Model S,2016,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",33415,"Renton, WA",CLEAN
5YJSA1E13GF150998,41300,Model S,2016,75Kwh,Model X Grey,Grey,"19"" Sport Wheels",30111,"Lathrop, CA",CLEAN
5YJSA1E16HF190896,41300,Model S,2017,75Kwh,Model X Grey,Tan,"19"" Sport Wheels",41693,,CLEAN
5YJSA1E10HF213489,41300,Model S,2017,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",34163,"Minneapolis, MN",CLEAN
5YJSA1E22GF167932,41400,Model S,2016,Dual Motor 75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",53523,"Mt. Kisco, NY",CLEAN
5YJSA1E1XGF166664,41400,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",34077,"Marietta, GA",CLEAN
5YJSA1E19HF217816,41800,Model S,2017,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",42197,"Lathrop, CA",CLEAN
5YJSA1E20GF153723,41800,Model S,2016,Dual Motor 75Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",29935,"Decatur, GA",PREVIOUS ACCIDENT(S)
5YJSA1E15HF213522,41900,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",47958,"Carlsbad, CA",CLEAN
5YJSA1E27GF154772,42000,Model S,2016,Dual Motor 75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",37166,"Devon, PA",CLEAN
5YJSA1E20GF154824,42000,Model S,2016,Dual Motor 75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",38507,"Springfield, NJ",CLEAN
5YJSA1E15GF153711,42000,Model S,2016,75Kwh,Solid Black,Grey,"21"" Wheels",34915,"Ocoee, FL",CLEAN
5YJSA1E20GF159747,42000,Model S,2016,Dual Motor 90Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",50412,"Owings Mills, MD",PREVIOUS ACCIDENT(S)
5YJSA1E27HF195453,42100,Model S,2017,Dual Motor 75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",43922,"Lathrop, CA",CLEAN
5YJSA1E17HF208855,42200,Model S,2017,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",34665,"Lathrop, CA",PREVIOUS ACCIDENT(S)
5YJSA1E25GF130731,42300,Model S,2016,Dual Motor 90Kwh,Model X Grey,Grey,"19"" Sport Wheels",45374,"Owings Mills, MD",CLEAN
5YJSA1E28GF153954,42600,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",43456,"Matthews, NC",CLEAN
5YJSA1E18HF213630,42700,Model S,2017,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",42296,,CLEAN
5YJSA1E14GF148421,42700,Model S,2016,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",15270,"Littleton, CO",CLEAN
