VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1E12GF156078,35600,Model S,2016,75Kwh,Solid Black,Black,"19"" Sport Wheels",43068,"Matthews, NC",CLEAN
5YJSA1E29FF104812,36400,Model S,2015,Dual Motor 85Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",73514,"Marina Del Rey, CA",CLEAN
5YJSA1E16FF116455,37000,Model S,2015,70Kwh,Solid Black,Black,"19"" Sport Wheels",42208,"Tempe, AZ",CLEAN
5YJSA1H24FF094282,37000,Model S,2015,Dual Motor 85Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",64524,"Renton, WA",CLEAN
5YJSA1H27FFP77495,37000,Model S,2015,Dual Motor 85Kwh,Model X Grey,Grey,"19"" Sport Wheels",53648,"Eatonville, FL",PREVIOUS ACCIDENT(S)
5YJSA1H28FF080949,37200,Model S,2015,Dual Motor 85Kwh,Solid Black,Black,"19"" Sport Wheels",63866,"Columbus, OH",CLEAN
5YJSA1S27FF100214,38100,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",41214,"Denver, CO",CLEAN
5YJSA1E23GF157989,39100,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",34331,"South Salt Lake City, UT",CLEAN
5YJSA1H27FF095023,39300,Model S,2015,Dual Motor 85Kwh,Brown Metallic,Black,"19"" Sport Wheels",50250,"Lisle, IL",CLEAN
5YJSA1S27FF090610,39400,Model S,2015,Dual Motor 70Kwh,Solid Black,Grey,"19"" Sport Wheels",27633,"Bellevue, WA",CLEAN
5YJSA1E10FF105208,39800,Model S,2015,70Kwh,Solid Black,Black,"19"" Sport Wheels",35644,,CLEAN
5YJSA1S2XFF088852,40500,Model S,2015,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",32245,"Littleton, CO",CLEAN
5YJSA1H27FF082112,41500,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",32569,"Renton, WA",CLEAN
5YJSA1E16HF213223,41600,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",34707,"Littleton, CO",CLEAN
5YJSA1E21FF120180,42000,Model S,2015,Dual Motor 85Kwh,Model X Grey,Tan,"19"" Sport Wheels",37302,"Lathrop, CA",CLEAN
5YJSA1E28FF116658,42300,Model S,2015,Dual Motor 85Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",49691,"Lyndhurst, OH",CLEAN
5YJSA1E21FF115903,42700,Model S,2015,Dual Motor 85Kwh,Model X Grey,Grey,"19"" Sport Wheels",31019,"Renton, WA",CLEAN
5YJSA1E2XHF193339,43600,Model S,2017,Dual Motor 75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",46621,"Portland, OR",CLEAN
5YJSA1E27HF190351,43800,Model S,2017,Dual Motor 75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",23425,,PREVIOUS ACCIDENT(S)
5YJSA1E17HF228426,43800,Model S,2017,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",24881,"Lathrop, CA",PREVIOUS ACCIDENT(S)
5YJSA1E15HF233916,43800,Model S,2017,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",44196,"Matthews, NC",CLEAN
5YJSA1H20FF084834,44100,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",31766,,CLEAN
5YJSA1E18HF232663,44200,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",50061,"Lathrop, CA",CLEAN
5YJSA1E16HF209625,44200,Model S,2017,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",37466,,CLEAN
5YJSA1E1XHF231319,44200,Model S,2017,75Kwh,Model X Grey,Black,"19"" Sport Wheels",12636,"Tempe, AZ",CLEAN
5YJSA1E16HF197301,44300,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",21969,"Lathrop, CA",CLEAN
5YJSA1E28GF168793,44900,Model S,2016,Dual Motor 75Kwh,Model X Grey,Black,"19"" Sport Wheels",47047,"Lynnwood, WA",CLEAN
5YJSA1E14HF232868,44900,Model S,2017,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",49041,"Wexford, PA",CLEAN
5YJSA1E27GF133727,44900,Model S,2016,Dual Motor 90Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",32779,"Renton, WA",CLEAN
5YJSA1E19HF193498,45000,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",33330,"Paramus, NJ",CLEAN
5YJSA4H27FF094455,45100,Model S,2015,Dual Motor 85Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",26081,"Elk Grove Village, IL",CLEAN
5YJSA1E28FF102839,45400,Model S,2015,Dual Motor 90Kwh,Model X Grey,Grey,"19"" Sport Wheels",34274,"Lathrop, CA",CLEAN
5YJSA1E12HF221030,45600,Model S,2017,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",25929,"Scottsdale, AZ",CLEAN
5YJSA1E17HF228524,45800,Model S,2017,75Kwh,Model X Grey,Black,"19"" Sport Wheels",25646,"Lathrop, CA",CLEAN
5YJSA1E19HF231134,45800,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",38114,"Lathrop, CA",CLEAN
5YJSA1E25HF230510,46000,Model S,2017,Dual Motor 75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",41190,"Smithtown, NY",PREVIOUS ACCIDENT(S)
5YJSA1E20HF209824,46100,Model S,2017,Dual Motor 75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",22770,"Chesterfield, MO",PREVIOUS ACCIDENT(S)
5YJSA1E13HF232909,46300,Model S,2017,75Kwh,Pearl White Multi-Coat,Cream Premium,"19"" Sport Wheels",35521,"Rocklin, CA",CLEAN
5YJSA1E27HF231707,46200,Model S,2017,Dual Motor 75Kwh,Model X Grey,Black,"19"" Sport Wheels",37073,"Costa Mesa, CA",PREVIOUS ACCIDENT(S)
5YJSA1E10HF196130,46300,Model S,2017,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",23366,"Lathrop, CA",CLEAN
5YJSA1E18HF193461,46300,Model S,2017,75Kwh,Model X Grey,Tan,"19"" Sport Wheels",33744,"South Salt Lake City, UT",CLEAN
5YJSA1E18HF209383,46400,Model S,2017,75Kwh,Model X Grey,Black,"19"" Sport Wheels",29354,"Palo Alto, CA",CLEAN
5YJSA1E17HF226403,46400,Model S,2017,75Kwh,Model X Grey,Cream Premium,"19"" Sport Wheels",35524,"Hawthorne, CA",CLEAN
5YJSA1E19HF232705,46600,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",33842,"Lathrop, CA",CLEAN
5YJSA1E19HF228475,46600,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",18581,"Owings Mills, MD",CLEAN
5YJSA1E15HF231146,46700,Model S,2017,75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",31979,"Burbank, CA",CLEAN
5YJSA1E15HF215304,46800,Model S,2017,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",26208,"Owings Mills, MD",CLEAN
5YJSA1E10HF232690,46800,Model S,2017,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",25240,"Lathrop, CA",CLEAN
5YJSA1E28HF210705,46900,Model S,2017,Dual Motor 75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",35367,"Lathrop, CA",CLEAN
5YJSA1E10HF225948,47000,Model S,2017,75Kwh,Silver Metallic,Cream Premium,"19"" Sport Wheels",20085,"Costa Mesa, CA",CLEAN
5YJSA1E1XHF228114,47100,Model S,2017,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",28988,"Lathrop, CA",CLEAN
5YJSA1E27HF192410,47100,Model S,2017,Dual Motor 75Kwh,Model X Grey,Black,"19"" Sport Wheels",34650,"Lathrop, CA",CLEAN
5YJSA1E41FF117992,47300,Model S,2015,Dual Motor 90Kwh Performance,Model X Grey,Grey,"21"" Wheels",45138,"Owings Mills, MD",CLEAN
5YJSA1E18HF208816,47300,Model S,2017,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",15181,"Scottsdale, AZ",CLEAN
5YJSA1E12HF232870,47400,Model S,2017,75Kwh,Red Multi-Coat,Cream Premium,"19"" Sport Wheels",21655,"Costa Mesa, CA",CLEAN
5YJSA1E26HF204319,47700,Model S,2017,Dual Motor 75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",45513,"Portland, OR",CLEAN
5YJSA1E28HF204306,48800,Model S,2017,Dual Motor 100Kwh,Solid Black,White,"19"" Sport Wheels",43706,"Dedham, MA",CLEAN
5YJSA1E25HF193412,49100,Model S,2017,Dual Motor 75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",23313,"Owings Mills, MD",CLEAN
5YJSA1E23HF183820,49100,Model S,2017,Dual Motor 90Kwh,Solid Black,Tan,"21"" Wheels",56824,"Pomona, CA",CLEAN
5YJSA1E1XHF226377,49200,Model S,2017,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",14039,,CLEAN
5YJSA1E25HF231690,49200,Model S,2017,Dual Motor 75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",38812,"Bellevue, WA",CLEAN
5YJSA1E15HF208188,49300,Model S,2017,75Kwh,Pearl White Multi-Coat,Tan,"21"" Wheels",20167,,CLEAN
5YJSA1E24HF218784,49300,Model S,2017,Dual Motor 75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",20808,"Hawthorne, CA",CLEAN
5YJSA1E26HF231018,49400,Model S,2017,Dual Motor 75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",26263,"Glen Allen, VA",PREVIOUS ACCIDENT(S)
5YJSA1E46GF143604,49700,Model S,2016,Dual Motor 90Kwh Ludicrous,Model X Grey,Grey,"19"" Sport Wheels",53368,"Elk Grove Village, IL",PREVIOUS ACCIDENT(S)
